PROPERTY_NUM,TRANSACTION_AMOUNT,YEAR_BUILT,ADDRESS,REGISTRATION_DATE,ROAD_NAME,APARTMENT_NAME,SQUARE_FOOTAGE,FLOOR_NUMBER

1709,180000000,2019,서울특별시 강동구  천호동 328-1 ,2024-07-17,천중로,집앤사스윗사이드아파트,14.02,7

1710,210000000,2021,서울특별시 강동구  천호동 432-7 ,2024-07-17,올림픽로,아스하임,12.88,19

1711,1280000000,2011,서울특별시 강동구  강일동 707 ,2024-07-01,상일로,고덕리엔파크1단지,114.98,13

1712,845000000,2011,서울특별시 강동구  강일동 717 ,2024-07-02,고덕로,고덕리엔파크2단지,59.83,6

1713,814000000,2020,서울특별시 강동구  강일동 114 ,2024-07-03,아리수로93가길,강동리버스트4단지,59.99,13

1714,820000000,2020,서울특별시 강동구  강일동 114 ,2024-07-09,아리수로93가길,강동리버스트4단지,59.99,3

1715,789000000,2009,서울특별시 강동구  강일동 674 ,2024-07-10,아리수로93길,강일리버파크3단지,59.83,5

1716,810000000,2009,서울특별시 강동구  강일동 686 ,2024-07-13,아리수로98길,강일리버파크7단지,59.83,2

1717,170000000,2014,부산광역시 중구  보수동2가 80-1 ,2024-07-15,보수대로118번길,보수2차봄여름가을겨울,44.56,7

1718,490000000,2020,부산광역시 서구  동대신동3가 553 ,2024-07-07,동대로19번길,브라운스톤하이포레,84.95,15

1719,210000000,2001,부산광역시 서구  서대신동1가 50-4 ,2024-07-01,구덕로279번길,우주그랜져빌리지,78.99,4

1720,745000000,2018,부산광역시 서구  서대신동1가 283 ,2024-07-03,대영로38번길,대신푸르지오1차,102.79,6

1721,790000000,2018,부산광역시 서구  서대신동1가 283 ,2024-07-04,대영로38번길,대신푸르지오1차,102.79,20

1722,234400000,2018,부산광역시 서구  서대신동1가 283 ,2024-07-04,대영로38번길,대신푸르지오1차,39.93,5

1723,340000000,1992,부산광역시 서구  서대신동2가 209 ,2024-07-04,대영로27번길,진성시티라이프,139.54,7

1724,279000000,2005,부산광역시 서구  서대신동2가 270 ,2024-07-09,대영로,보람,78.17,11

1725,450000000,2021,부산광역시 서구  서대신동2가 570 ,2024-07-11,고운들로,대신푸르지오2차,59.92,13

1726,420000000,2022,부산광역시 서구  서대신동2가 576 ,2024-07-13,대티로,대신해모로센트럴아파트,59.78,15

1727,364000000,2014,부산광역시 서구  서대신동3가 762 ,2024-07-01,대티로,대신롯데캐슬,59.88,4

1728,167000000,1996,부산광역시 서구  서대신동3가 161-13 ,2024-07-04,꽃마을로,남성한빛가든,59.34,10

1729,525000000,2001,부산광역시 서구  서대신동3가 694-1 ,2024-07-17,대티로,협성르네상스,155.57,5

1730,580000000,2014,부산광역시 서구  서대신동3가 752 ,2024-07-19,보수대로,대신공원한신휴플러스,120.88,10

1731,240000000,2004,부산광역시 서구  부민동3가 76 ,2024-07-03,해돋이로,부민e편한세상,85.0,6

1732,160000000,2002,부산광역시 서구  토성동1가 5-1 ,2024-07-02,보수대로,수근에이스타운,69.65,4

1733,191000000,2002,부산광역시 서구  토성동1가 12-7 ,2024-07-05,까치고개로,금호아트빌,64.93,6

1734,185000000,2016,부산광역시 서구  충무동2가 1-5 ,2024-07-13,충무대로275번길,에코펠리스,47.29,4

1735,182000000,2006,부산광역시 서구  암남동 16-6 ,2024-07-01,성산길,송도동일스위트,71.23,12

1736,380000000,2023,부산광역시 서구  암남동 771 ,2024-07-01,암남공원로,비스타동원더비치테라스,84.67,1

1737,678000000,2022,부산광역시 서구  암남동 775 ,2024-07-04,송도해변로,힐스테이트이진베이시티아파트,84.52,50

1738,85000000,1989,부산광역시 서구  암남동 81-19 ,2024-07-05,천마로,신익별장,45.84,3

1739,430000000,2023,부산광역시 서구  암남동 771 ,2024-07-05,암남공원로,비스타동원더비치테라스,75.75,13

1740,525000000,2022,부산광역시 서구  암남동 775 ,2024-07-06,송도해변로,힐스테이트이진베이시티아파트,84.52,5

1741,205000000,2002,부산광역시 동구  초량동 100-11 ,2024-07-03,초량상로,한성아트빌,81.38,5

1742,500000000,2020,부산광역시 동구  초량동 1226 ,2024-07-07,초량중로,범양레우스센트럴베이,72.72,38

1743,430000000,2021,부산광역시 동구  초량동 723 ,2024-07-16,홍곡로,초량베스티움센트럴베이,59.98,7

1744,533000000,2019,부산광역시 동구  초량동 1218 ,2024-07-17,홍곡로,e편한세상부산항,69.94,33

1745,152000000,2018,부산광역시 동구  수정동 1-26 ,2024-07-05,중앙대로399번길,오름캐슬2차아파트,33.43,8

1746,297000000,2017,부산광역시 동구  수정동 1014-8 ,2024-07-08,홍곡로,베스안하우스2차,79.1,6

1747,495000000,2019,부산광역시 동구  수정동 1352 ,2024-07-08,중앙대로,협성휴포레부산진역오션뷰,69.51,11

1748,530000000,2019,부산광역시 동구  수정동 1352 ,2024-07-11,중앙대로,협성휴포레부산진역오션뷰,69.51,36

1749,200000000,2004,부산광역시 동구  수정동 1010-1 ,2024-07-12,홍곡로,태안하버빌,82.93,8

1750,30000000,1962,부산광역시 동구  좌천동 737-1 ,2024-07-11,성북로22번길,좌천시민(737-1),36.4,1

1751,285000000,2019,부산광역시 영도구  대교동1가 129-2 ,2024-07-08,남항서로,한우리6차,59.65,10

1752,220000000,2000,부산광역시 영도구  영선동4가 186-46 ,2024-07-05,해안산책길,반도보라,59.7,4

1753,110000000,1969,부산광역시 영도구  영선동4가 1298 ,2024-07-09,절영로,영선2동4동,36.36,3

1754,515000000,2023,부산광역시 영도구  봉래동4가 343 ,2024-07-03,태종로,영도센트럴에일린의뜰,84.88,22

1755,492500000,2023,부산광역시 영도구  봉래동4가 343 ,2024-07-13,태종로,영도센트럴에일린의뜰,84.88,12

1756,183000000,1994,부산광역시 영도구  청학동 62-60 ,2024-07-03,태종로,한라비치,84.83,15

1757,260000000,2009,부산광역시 영도구  청학동 536 ,2024-07-03,태종로,영도신도브래뉴,59.98,7

1758,80000000,1993,부산광역시 영도구  동삼동 1123 ,2024-07-04,상리로,동삼그린힐,41.3,8

1759,102000000,1995,부산광역시 영도구  동삼동 510-11 ,2024-07-04,중리로,절영아파트(215동-217동),46.27,1

1760,218000000,1995,부산광역시 영도구  동삼동 510-27 ,2024-07-10,와치로,벽산비치,85.87,12

1761,121000000,1996,부산광역시 영도구  동삼동 679-1 ,2024-07-12,태종로700번길,동삼동삼창그린타운(679-1),59.63,11

1762,90000000,1993,부산광역시 영도구  동삼동 1123 ,2024-07-12,상리로,동삼그린힐,41.3,2

1763,100000000,1995,부산광역시 영도구  동삼동 510-2 ,2024-07-15,와치로,절영아파트(208동-214동),46.27,4

1764,88000000,1993,부산광역시 영도구  동삼동 1123 ,2024-07-15,상리로,동삼그린힐,41.3,15

1765,450000000,2022,부산광역시 영도구  동삼동 1180 ,2024-07-16,동삼오션로,부산오션시티푸르지오,84.91,43

1766,340000000,1997,부산광역시 부산진구  양정동 458-5 ,2024-07-01,동평로,현대1차,84.99,14

1767,250000000,2004,부산광역시 부산진구  양정동 370-4 ,2024-07-01,동평로,대원플러스빌,84.99,16

1768,135000000,2014,부산광역시 부산진구  양정동 272-2 ,2024-07-02,중앙대로,수정캐슬,49.9,10

1769,260000000,1998,부산광역시 부산진구  양정동 458-20 ,2024-07-02,거제대로,현대2차,59.95,6

1770,168000000,1997,부산광역시 부산진구  양정동 458-5 ,2024-07-06,동평로,현대1차,42.63,18

1771,250000000,1998,부산광역시 부산진구  양정동 458-20 ,2024-07-08,거제대로,현대2차,59.95,5

1772,250000000,2016,부산광역시 부산진구  양정동 388-2 ,2024-07-12,거제대로60번길,굿모닝뷰,73.04,14

1773,235000000,2019,부산광역시 부산진구  양정동 401-5 ,2024-07-18,중앙대로,대능더에스티지,54.04,4

1774,76000000,2005,부산광역시 부산진구  전포동 181-1 ,2024-07-01,전포대로,서면대우디오빌2,28.58,19

1775,550000000,2021,부산광역시 부산진구  전포동 924 ,2024-07-01,동성로,서면아이파크2단지,59.78,16

1776,605000000,2021,부산광역시 부산진구  전포동 908 ,2024-07-02,동성로,서면아이파크1단지,72.71,26

1777,720000000,2023,부산광역시 부산진구  전포동 927 ,2024-07-02,진남로,e편한세상시민공원1단지,84.95,23

1778,498000000,2021,부산광역시 부산진구  전포동 908 ,2024-07-02,동성로,서면아이파크1단지,59.78,3

1779,890000000,2021,부산광역시 부산진구  전포동 908 ,2024-07-03,동성로,서면아이파크1단지,101.41,21

1780,655000000,2021,부산광역시 부산진구  전포동 908 ,2024-07-05,동성로,서면아이파크1단지,84.73,14

1781,600000000,2021,부산광역시 부산진구  전포동 908 ,2024-07-06,동성로,서면아이파크1단지,72.58,22

1782,870000000,2023,부산광역시 부산진구  전포동 927 ,2024-07-06,진남로,e편한세상시민공원1단지,107.87,10

1783,695000000,2023,부산광역시 부산진구  전포동 927 ,2024-07-06,진남로,e편한세상시민공원1단지,84.99,13

1784,575000000,2021,부산광역시 부산진구  전포동 908 ,2024-07-06,동성로,서면아이파크1단지,72.58,29

1785,650000000,2021,부산광역시 부산진구  전포동 908 ,2024-07-06,동성로,서면아이파크1단지,84.73,21

1786,577000000,2021,부산광역시 부산진구  전포동 908 ,2024-07-07,동성로,서면아이파크1단지,72.58,16

1787,870000000,2023,부산광역시 부산진구  전포동 927 ,2024-07-07,진남로,e편한세상시민공원1단지,99.82,23

1788,435000000,2021,부산광역시 부산진구  전포동 924 ,2024-07-07,동성로,서면아이파크2단지,52.61,19

1789,550000000,2021,부산광역시 부산진구  전포동 924 ,2024-07-07,동성로,서면아이파크2단지,59.78,8

1790,515000000,2021,부산광역시 부산진구  전포동 908 ,2024-07-07,동성로,서면아이파크1단지,59.78,7

1791,543000000,2004,부산광역시 부산진구  전포동 587 ,2024-07-08,전포대로275번길,서면롯데캐슬스카이,84.82,10

1792,407000000,2021,부산광역시 부산진구  전포동 908 ,2024-07-08,동성로,서면아이파크1단지,52.61,17

1793,420000000,2021,부산광역시 부산진구  전포동 908 ,2024-07-08,동성로,서면아이파크1단지,52.61,11

1794,545000000,2021,부산광역시 부산진구  전포동 908 ,2024-07-09,동성로,서면아이파크1단지,59.78,12

1795,545000000,2021,부산광역시 부산진구  전포동 908 ,2024-07-09,동성로,서면아이파크1단지,59.78,12

1796,450000000,2021,부산광역시 부산진구  전포동 908 ,2024-07-10,동성로,서면아이파크1단지,59.78,2

1797,500000000,2021,부산광역시 부산진구  전포동 908 ,2024-07-11,동성로,서면아이파크1단지,59.78,10

1798,587000000,2021,부산광역시 부산진구  전포동 908 ,2024-07-11,동성로,서면아이파크1단지,72.71,5

1799,530000000,2021,부산광역시 부산진구  전포동 908 ,2024-07-14,동성로,서면아이파크1단지,59.78,5

1800,137000000,2004,부산광역시 부산진구  전포동 587 ,2024-07-15,전포대로275번길,서면롯데캐슬스카이,33.75,26

1801,770000000,2021,부산광역시 부산진구  전포동 908 ,2024-07-16,동성로,서면아이파크1단지,84.94,24

1802,555000000,2004,부산광역시 부산진구  전포동 587 ,2024-07-17,전포대로275번길,서면롯데캐슬스카이,84.82,18

1803,360000000,2005,부산광역시 부산진구  전포동 362-64 ,2024-07-19,전포대로,한라비발디,84.97,18

1804,180000000,2017,부산광역시 부산진구  부전동 417-6 ,2024-07-04,가야대로755번길,대동레미안더오션2,32.69,11

1805,304000000,2021,부산광역시 부산진구  부전동 38 ,2024-07-05,부전로,허브팰리스서면,51.56,8

1806,214000000,2005,부산광역시 부산진구  부전동 505-6 ,2024-07-06,가야대로,한솔폴라리스,73.89,15

1807,151000000,1999,부산광역시 부산진구  부전동 450 ,2024-07-10,신천대로,네오스포,59.9,24

1808,158000000,1999,부산광역시 부산진구  부전동 450 ,2024-07-13,신천대로,네오스포,59.9,21

1809,148000000,1999,부산광역시 부산진구  부전동 450 ,2024-07-15,신천대로,네오스포,59.9,13

1810,270000000,1994,부산광역시 부산진구  범천동 1256-2 ,2024-07-02,신암로,서면항도타워맨션,124.95,2

1811,315000000,2017,부산광역시 부산진구  범천동 1647 ,2024-07-06,만리산로,서면DS·협성엘리시안아파트,59.81,12

1812,374000000,2020,부산광역시 부산진구  범천동 1650 ,2024-07-06,가야대로,서면3차봄여름가을겨울,64.18,26

1813,440000000,1984,부산광역시 부산진구  범천동 851-1 ,2024-07-06,황령대로18번길,대원아파트,84.3,2

1814,440000000,2022,부산광역시 부산진구  범천동 1652 ,2024-07-10,신암로,e편한세상서면더센트럴,70.0,19

1815,360000000,2014,부산광역시 부산진구  범천동 865 ,2024-07-12,신천대로,서면유림노르웨이숲,84.97,14

1816,445000000,2006,부산광역시 부산진구  범천동 1054 ,2024-07-13,가야대로,서면이-편한세상,84.79,9

1817,235000000,2019,부산광역시 부산진구  범천동 886-41 ,2024-07-13,범일로131번길,범일역이즈,49.36,17

1818,296000000,2017,부산광역시 부산진구  범천동 1647 ,2024-07-13,만리산로,서면DS·협성엘리시안아파트,59.8,19

1819,360000000,2017,부산광역시 부산진구  범천동 1647 ,2024-07-16,만리산로,서면DS·협성엘리시안아파트,74.71,9

1820,798000000,2019,부산광역시 부산진구  범전동 450 ,2024-07-05,중앙대로,삼한골든뷰센트럴파크,84.99,27

1821,900000000,1982,부산광역시 부산진구  범전동 9-151 ,2024-07-08,양성로,동원,84.92,5

1822,678000000,1982,부산광역시 부산진구  범전동 9-151 ,2024-07-09,양성로,동원,49.82,5

1823,770000000,2019,부산광역시 부산진구  범전동 450 ,2024-07-13,중앙대로,삼한골든뷰센트럴파크,84.98,29

1824,210000000,1996,부산광역시 부산진구  연지동 50-6 ,2024-07-02,동평로291번길,화인,59.72,10

1825,253000000,2002,부산광역시 부산진구  연지동 23-17 ,2024-07-06,동평로291번길,연지2청구,84.72,19

1826,219000000,1996,부산광역시 부산진구  연지동 50-6 ,2024-07-08,동평로291번길,화인,59.72,14

1827,213500000,1996,부산광역시 부산진구  연지동 50-6 ,2024-07-09,동평로291번길,화인,59.72,15

1828,224000000,2000,부산광역시 부산진구  연지동 1 ,2024-07-10,성지로62번길,청구,59.82,21

1829,189000000,1996,부산광역시 부산진구  연지동 50-6 ,2024-07-10,동평로291번길,화인,59.72,10

1830,180000000,2003,부산광역시 부산진구  연지동 38-12 ,2024-07-11,성지로14번길,남경,69.75,5

1831,270000000,2006,부산광역시 부산진구  연지동 1-6 ,2024-07-12,성지로62번길,유림노르웨이숲,84.8,1

1832,215000000,2000,부산광역시 부산진구  연지동 1 ,2024-07-13,성지로62번길,청구,59.82,17

1833,508000000,2020,부산광역시 부산진구  초읍동 676 ,2024-07-04,초연로,포레나부산초읍,84.91,19

1834,517000000,2020,부산광역시 부산진구  초읍동 676 ,2024-07-04,초연로,포레나부산초읍,84.91,20

1835,455000000,2020,부산광역시 부산진구  초읍동 676 ,2024-07-08,초연로,포레나부산초읍,72.91,17

1836,220000000,2020,부산광역시 부산진구  초읍동 676 ,2024-07-08,초연로,포레나부산초읍,39.17,14

1837,125000000,2000,부산광역시 부산진구  초읍동 505 ,2024-07-14,성지로114번길,우신그린피아,59.8,9

1838,375000000,2017,부산광역시 부산진구  부암동 746 ,2024-07-04,동평로,서면동일파크스위트3차,67.88,16

1839,410000000,2004,부산광역시 부산진구  부암동 720 ,2024-07-05,백양산로,쌍용스윗닷홈,116.85,12

1840,445000000,2020,부산광역시 부산진구  부암동 751 ,2024-07-05,동평로,협성휴포레시티즌파크,85.0,10

1841,408000000,2014,부산광역시 부산진구  부암동 736 ,2024-07-06,동평로150번길,서면동일파크스위트1차,85.0,20

1842,385000000,2017,부산광역시 부산진구  부암동 746 ,2024-07-10,동평로,서면동일파크스위트3차,67.88,14

1843,355000000,1997,부산광역시 부산진구  부암동 500 ,2024-07-10,당감로,화승,84.76,11

1844,204000000,2005,부산광역시 부산진구  부암동 725 ,2024-07-11,백양산로,당감뜨란채,59.98,23

1845,468000000,2022,부산광역시 부산진구  부암동 755 ,2024-07-13,동평로,시민공원삼정그린코아더베스트,84.63,17

1846,150000000,1976,부산광역시 부산진구  부암동 39-1 ,2024-07-15,시민공원로19번길,삼부본동,61.02,3

1847,347000000,1978,부산광역시 부산진구  당감동 175-2 ,2024-07-02,당감로,삼익아파트,64.44,5

1848,125000000,1995,부산광역시 부산진구  당감동 791 ,2024-07-04,백양관문로,국제백양,59.93,6

1849,400000000,2019,부산광역시 부산진구  당감동 1024 ,2024-07-13,신천대로197번길,서면2차봄여름가을겨울,82.66,19

1850,148000000,1999,부산광역시 부산진구  당감동 797 ,2024-07-15,백양산로53번길,"백양뜨란채,주공아파트(1단지)",59.91,15

1851,225000000,2015,부산광역시 부산진구  당감동 99-1 ,2024-07-17,가야대로691번길,서면봄여름가을겨울,49.34,16

1852,168000000,1999,부산광역시 부산진구  당감동 797 ,2024-07-17,백양산로53번길,"백양뜨란채,주공아파트(1단지)",59.89,13

1853,170000000,1995,부산광역시 부산진구  당감동 791 ,2024-07-17,백양관문로,국제백양,84.98,15

1854,220000000,2000,부산광역시 부산진구  가야동 361-85 ,2024-07-01,엄광로238번길,가야삼정그린코아,84.9,9

1855,195000000,2013,부산광역시 부산진구  가야동 128-1 ,2024-07-02,가야대로,가야동원로얄듀크,28.81,18

1856,225000000,2002,부산광역시 부산진구  가야동 56-2 ,2024-07-02,가야대로,한신센타뷰,73.57,5

1857,360000000,2005,부산광역시 부산진구  가야동 588 ,2024-07-02,가야공원로,반도보라빌,71.66,15

1858,180000000,2000,부산광역시 부산진구  가야동 361-85 ,2024-07-02,엄광로238번길,가야삼정그린코아,84.02,2

1859,615000000,2022,부산광역시 부산진구  가야동 700 ,2024-07-03,가야대로,가야롯데캐슬골드아너,59.92,10

1860,655000000,2006,부산광역시 부산진구  가야동 698 ,2024-07-05,가야대로,가야케이티이편한세상,135.78,19

1861,560000000,2022,부산광역시 부산진구  가야동 700 ,2024-07-13,가야대로,가야롯데캐슬골드아너,59.92,4

1862,160000000,1994,부산광역시 부산진구  개금동 19-6 ,2024-07-01,개금본동로,반도보라맨션,84.97,9

1863,47800000,1982,부산광역시 부산진구  개금동 410 ,2024-07-01,개금본동로66번길,진일,47.31,5

1864,370000000,1998,부산광역시 부산진구  개금동 455 ,2024-07-01,백양대로300번길,엘지신개금(2-1),84.99,14

1865,243500000,1998,부산광역시 부산진구  개금동 455 ,2024-07-02,백양대로300번길,엘지신개금(2-1),60.0,14

1866,105000000,1988,부산광역시 부산진구  개금동 53 ,2024-07-02,백양관문로,개금주공2,32.39,1

1867,103000000,1994,부산광역시 부산진구  개금동 1-7 ,2024-07-03,백양관문로77번길,개금우드빌,44.87,19

1868,298000000,2002,부산광역시 부산진구  개금동 618-2 ,2024-07-03,복지로,개금아이파크,84.99,15

1869,103000000,1994,부산광역시 부산진구  개금동 1-7 ,2024-07-04,백양대로208번길,개금우드빌,44.87,18

1870,209000000,2002,부산광역시 부산진구  개금동 618-2 ,2024-07-04,복지로,개금아이파크,59.76,2

1871,233000000,1995,부산광역시 부산진구  개금동 1-12 ,2024-07-04,백양관문로77번길,동원화인패밀리,84.98,17

1872,84500000,1994,부산광역시 부산진구  개금동 1-7 ,2024-07-05,백양대로208번길,개금우드빌,44.87,14

1873,198000000,1988,부산광역시 부산진구  개금동 53 ,2024-07-05,백양관문로,개금주공2,49.94,14

1874,580000000,2010,부산광역시 부산진구  개금동 796 ,2024-07-06,개금온정로,개금롯데캐슬,130.35,8

1875,531000000,2018,부산광역시 부산진구  개금동 875 ,2024-07-06,가야대로,개금역금강펜테리움더스퀘어아파트,84.49,32

1876,565000000,2010,부산광역시 부산진구  개금동 796 ,2024-07-07,개금온정로,개금롯데캐슬,130.35,7

1877,573000000,2018,부산광역시 부산진구  개금동 875 ,2024-07-08,가야대로,개금역금강펜테리움더스퀘어아파트,84.83,11

1878,74000000,2014,부산광역시 부산진구  개금동 540-51 ,2024-07-11,복지로,다온미즈,20.47,7

1879,280000000,2002,부산광역시 부산진구  개금동 618-2 ,2024-07-11,복지로,개금아이파크,84.99,14

1880,262000000,2002,부산광역시 부산진구  개금동 618-2 ,2024-07-13,복지로,개금아이파크,84.99,3

1881,268000000,2002,부산광역시 부산진구  개금동 618-2 ,2024-07-14,복지로,개금아이파크,84.99,3

1882,65000000,1986,부산광역시 부산진구  개금동 산54-4 ,2024-07-16,엄광로62번길,고원,42.57,4

1883,347000000,2002,부산광역시 부산진구  개금동 618-2 ,2024-07-17,복지로,개금아이파크,102.61,15

1884,550000000,2019,부산광역시 동래구  명장동 623 ,2024-07-02,명장로,e편한세상동래명장1단지,84.98,3

1885,535000000,2019,부산광역시 동래구  명장동 623 ,2024-07-02,명장로,e편한세상동래명장1단지,84.98,2

1886,348000000,2018,부산광역시 동래구  명장동 617 ,2024-07-03,시실로,동래동일스위트,67.89,16

1887,547000000,2019,부산광역시 동래구  명장동 623 ,2024-07-04,명장로,e편한세상동래명장1단지,84.9,12

1888,540000000,2019,부산광역시 동래구  명장동 623 ,2024-07-06,명장로,e편한세상동래명장1단지,84.9,16

1889,360000000,2015,부산광역시 동래구  안락동 1258 ,2024-07-03,온천천로471번길,안락경동리인,55.36,6

1890,430000000,1999,부산광역시 동래구  안락동 472-57 ,2024-07-04,충렬대로,안락SKVIEW,115.65,15

1891,375000000,2006,부산광역시 동래구  안락동 1251 ,2024-07-13,안남로,강변뜨란채,59.69,13

1892,362000000,1983,부산광역시 동래구  칠산동 240 ,2024-07-02,동래로152번길,덕산,52.51,5

1893,209000000,2017,부산광역시 동래구  낙민동 288-29 ,2024-07-01,충렬대로256번가길,동서허브H,49.99,7

1894,630000000,2019,부산광역시 동래구  낙민동 326 ,2024-07-02,온천천로339번길,포레나동래,84.83,34

1895,615000000,2019,부산광역시 동래구  낙민동 326 ,2024-07-05,온천천로339번길,포레나동래,84.64,32

1896,660000000,2007,부산광역시 동래구  낙민동 77-1 ,2024-07-06,온천천로339번길,한일유앤아이,124.97,7

1897,568000000,2019,부산광역시 동래구  낙민동 326 ,2024-07-15,온천천로339번길,포레나동래,84.83,7

1898,298000000,1998,부산광역시 동래구  낙민동 94-1 ,2024-07-19,온천천로399번길,동원로얄듀크,59.96,17

1899,610000000,2013,부산광역시 동래구  명륜동 757 ,2024-07-01,명륜로,명륜아이파크1단지,62.64,16

1900,630000000,2013,부산광역시 동래구  명륜동 757 ,2024-07-01,명륜로,명륜아이파크1단지,84.99,10

1901,760000000,2013,부산광역시 동래구  명륜동 757 ,2024-07-02,명륜로,명륜아이파크1단지,84.92,5

1902,370000000,2003,부산광역시 동래구  명륜동 714-45 ,2024-07-04,온천천로,훼밀리빌라트,84.9,9

1903,438000000,2015,부산광역시 동래구  명륜동 782 ,2024-07-04,시실로,명륜2차아이파크1단지,59.9,8

1904,599000000,2015,부산광역시 동래구  명륜동 782 ,2024-07-05,시실로,명륜2차아이파크1단지,84.97,13

1905,710000000,2019,부산광역시 동래구  명륜동 796 ,2024-07-05,명륜로139번길,명륜자이,84.96,21

1906,695000000,2007,부산광역시 동래구  명륜동 753 ,2024-07-06,동래로,쌍용예가,119.24,11

1907,657000000,2018,부산광역시 동래구  명륜동 795 ,2024-07-07,명륜로,명륜동힐스테이트,84.98,26

1908,340000000,2006,부산광역시 동래구  명륜동 433-4 ,2024-07-08,명륜로103번길,엘리유리안,84.99,14

1909,330000000,2006,부산광역시 동래구  명륜동 433-4 ,2024-07-10,명륜로103번길,엘리유리안,84.33,9

1910,195000000,2002,부산광역시 동래구  명륜동 450-3 ,2024-07-12,삼성대길,락우아트빌,84.59,3

1911,723000000,1983,부산광역시 동래구  온천동 707 ,2024-07-01,충렬대로107번길,동래럭키,84.72,3

1912,450000000,2019,부산광역시 동래구  온천동 1842 ,2024-07-01,중앙대로1493번길,온천삼정그린코아더베스트,84.99,33

1913,197500000,2002,부산광역시 동래구  온천동 1410-25 ,2024-07-01,아시아드대로208번가길,석화스위트빌,84.93,2

1914,460000000,2021,부산광역시 동래구  온천동 1850 ,2024-07-02,온천장로65번길,동래3차SKVIEW,84.88,5

1915,750000000,2022,부산광역시 동래구  온천동 1853 ,2024-07-03,금정마을로,동래래미안아이파크,84.99,14

1916,625000000,2022,부산광역시 동래구  온천동 1853 ,2024-07-03,금정마을로,동래래미안아이파크,59.99,4

1917,770000000,2022,부산광역시 동래구  온천동 1853 ,2024-07-04,금정마을로,동래래미안아이파크,75.52,9

1918,259000000,2019,부산광역시 동래구  온천동 154-18 ,2024-07-05,온천장로,포르투나,54.11,15

1919,899900000,2022,부산광역시 동래구  온천동 1853 ,2024-07-05,금정마을로,동래래미안아이파크,84.99,22

1920,785000000,2022,부산광역시 동래구  온천동 1853 ,2024-07-05,충렬대로107번길,동래래미안아이파크,75.52,22

1921,775000000,2022,부산광역시 동래구  온천동 1853 ,2024-07-05,금정마을로,동래래미안아이파크,84.99,6

1922,530000000,2021,부산광역시 동래구  온천동 1850 ,2024-07-05,온천장로65번길,동래3차SKVIEW,84.82,26

1923,473000000,2006,부산광역시 동래구  온천동 1412-1 ,2024-07-06,아시아드대로,반도보라스카이뷰,84.95,19

1924,730000000,2022,부산광역시 동래구  온천동 1853 ,2024-07-06,금정마을로,동래래미안아이파크,75.52,3

1925,800000000,2022,부산광역시 동래구  온천동 1853 ,2024-07-06,충렬대로107번길,동래래미안아이파크,75.52,19

1926,539000000,2019,부산광역시 동래구  온천동 1838 ,2024-07-06,아시아드대로255번길,동래효성해링턴플레이스,84.61,7

1927,625000000,2019,부산광역시 동래구  온천동 1838 ,2024-07-07,아시아드대로255번길,동래효성해링턴플레이스,105.32,4

1928,147000000,2003,부산광역시 동래구  온천동 1654 ,2024-07-08,쇠미로129번길,삼정그린코아,59.33,9

1929,570000000,2022,부산광역시 동래구  온천동 1853 ,2024-07-08,금정마을로,동래래미안아이파크,59.99,17

1930,120000000,2002,부산광역시 동래구  온천동 1307 ,2024-07-08,아시아드대로255번길,한사랑빌라,64.34,3

1931,459000000,2002,부산광역시 동래구  온천동 1457-1 ,2024-07-09,충렬대로140번길,동래대우,84.97,12

1932,172000000,2003,부산광역시 동래구  온천동 1378-19 ,2024-07-10,여고북로73번길,남평파크뷰,82.84,7

1933,73000000,2004,부산광역시 동래구  온천동 172-35 ,2024-07-10,중앙대로1473번길,협성스카이라인80,25.96,11

1934,580000000,2022,부산광역시 동래구  온천동 1853 ,2024-07-10,금정마을로,동래래미안아이파크,59.99,16

1935,73000000,2004,부산광역시 동래구  온천동 172-35 ,2024-07-10,중앙대로1473번길,협성스카이라인80,25.96,11

1936,738000000,1983,부산광역시 동래구  온천동 707 ,2024-07-11,충렬대로107번길,동래럭키,84.64,10

1937,570000000,2022,부산광역시 동래구  온천동 1853 ,2024-07-11,금정마을로,동래래미안아이파크,59.99,17

1938,535000000,2019,부산광역시 동래구  온천동 1838 ,2024-07-11,아시아드대로255번길,동래효성해링턴플레이스,84.38,32

1939,540000000,2006,부산광역시 동래구  온천동 758-12 ,2024-07-11,중앙대로1381번길,동래SKVIEW,84.76,4

1940,513000000,2019,부산광역시 동래구  온천동 1842 ,2024-07-12,중앙대로1493번길,온천삼정그린코아더베스트,84.81,21

1941,250000000,2016,부산광역시 동래구  온천동 1425-14 ,2024-07-13,미남로132번길,허브팰리스,62.82,11

1942,740000000,2022,부산광역시 동래구  온천동 1853 ,2024-07-13,금정마을로,동래래미안아이파크,75.52,24

1943,65000000,2004,부산광역시 동래구  온천동 172-35 ,2024-07-15,중앙대로1473번길,협성스카이라인80,27.2,7

