가격,건축년도,주소,등록일,아파트,전용면적,층
35000,2009,탕정면 명암리 809,2024-07-12,탕정삼성트라팰리스(1단지~3단지),84.73,32
57237,2009,탕정면 명암리 809,2024-07-12,탕정삼성트라팰리스(1단지~3단지),108.86,20
6200,1999,탕정면 호산리 497,2024-07-03,홍익,39.15,2
5700,1999,탕정면 호산리 497,2024-07-04,홍익,39.15,8
6600,1999,탕정면 호산리 497,2024-07-11,홍익,39.15,13
69600,2022,탕정면 매곡리 1386,2024-07-01,신영한들물빛도시지웰시티센트럴푸르지오2단지,84.716,27
56800,2021,탕정면 매곡리 1393,2024-07-05,한들물빛도시시티프라디움,84.9893,19
51500,2021,탕정면 매곡리 1393,2024-07-05,한들물빛도시시티프라디움,84.9883,2
39300,2022,탕정면 매곡리 1380,2024-07-06,한들물빛도시하늘채,59.79,27
87000,2022,탕정면 매곡리 1385,2024-07-11,한들물빛도시신영지웰시티센트럴푸르지오1단지,101.9942,24
35000,2023,탕정면 갈산리 884,2024-07-06,호반써밋그랜드마크II(2차),59.843,9
34500,2015,음봉면 월랑리 702,2024-07-02,아산더샵레이크시티2차,99.95,7
7000,1997,음봉면 산동리 427-1,2024-07-03,삼일원앙,39.73,8
9000,1996,음봉면 산동리 420-1,2024-07-04,태헌장미2,59.34,10
9800,1997,음봉면 산동리 427-1,2024-07-06,삼일원앙,59.85,4
6900,1996,음봉면 산동리 420-1,2024-07-11,태헌장미2,49.8,5
5500,1997,음봉면 덕지리 21-3,2024-07-03,초원그린타운,39.27,11
5150,1997,음봉면 덕지리 21-3,2024-07-04,초원그린타운,39.27,4
4800,1997,음봉면 덕지리 21-3,2024-07-06,초원그린타운,39.27,2
5700,1997,음봉면 덕지리 21-3,2024-07-08,초원그린타운,39.27,7
5500,1997,음봉면 덕지리 21-3,2024-07-08,초원그린타운,39.27,7
33500,2015,음봉면 동암리 714,2024-07-08,아산더샵레이크시티3차,99.95,15
5000,2000,둔포면 송용리 338,2024-07-08,신영모닝빌아파트,39.797,4
19500,2015,둔포면 석곡리 1801,2024-07-01,테크노밸리EGthe12단지,59.9805,20
21500,2017,둔포면 석곡리 1793,2024-07-01,아산테크노밸리이지더원6단지,72.3669,6
21000,2016,둔포면 석곡리 1788,2024-07-02,아산테크노밸리EGthe13단지,72.345,8
21750,2016,둔포면 석곡리 1797,2024-07-05,아산테크노밸리EGthe14단지,72.345,14
31000,2017,둔포면 석곡리 1805,2024-07-05,아산테크노밸리이지더원8단지,84.8998,11
21500,2017,둔포면 석곡리 1790,2024-07-07,아산테크노밸리이지더원5단지,72.3669,17
21700,2017,둔포면 석곡리 1793,2024-07-07,아산테크노밸리이지더원6단지,72.3669,10
21000,2017,둔포면 석곡리 1793,2024-07-09,아산테크노밸리이지더원6단지,72.3669,4
21300,2017,둔포면 석곡리 1793,2024-07-10,아산테크노밸리이지더원6단지,72.3669,5
6500,2014,신창면 행목리 498,2024-07-07,아산신창양우내안애,35.1,5
6000,2014,신창면 행목리 498,2024-07-11,아산신창양우내안애,35.1,1
18490,2024,신창면 남성리 852,2024-07-01,아산삼부르네상스더힐,59.9482,22
17050,2024,신창면 남성리 852,2024-07-05,아산삼부르네상스더힐,59.9482,2
19865,2024,신창면 남성리 852,2024-07-06,아산삼부르네상스더힐,59.9345,14
29655,2024,신창면 남성리 852,2024-07-08,아산삼부르네상스더힐,84.9765,14
5200,2001,신창면 남성리 177-2,2024-07-09,샘마을,39.27,9
22600,2024,신창면 남성리 852,2024-07-09,아산삼부르네상스더힐,74.9517,4
26010,2024,신창면 남성리 852,2024-07-09,아산삼부르네상스더힐,74.9021,10
1800,2000,신창면 신곡리 93-4,2024-07-03,창덕에버빌,39.965,4
8900,1994, 읍내동 624-6,2024-07-02,동신,61.56,9
6400,1996, 읍내동 624-5,2024-07-06,부영,49.72,11
17000,2007, 읍내동 872,2024-07-07,삼익참드림,84.857,9
8500,1990, 동문동 639-1,2024-07-01,대림,84.58,11
26500,2018, 동문동 1274,2024-07-01,서산동문꿈에그린아파트,84.63,9
18000,2013, 동문동 600,2024-07-02,서산동문동아더프라임,84.9625,3
28700,2018, 동문동 1266,2024-07-02,동문한성필하우스,59.7583,17
39000,2018, 동문동 1266,2024-07-04,동문한성필하우스,84.9729,20
22500,2007, 동문동 71-1,2024-07-06,동문동코아루,84.98,2
26800,2006, 동문동 1259,2024-07-07,서산동문동한라비발디,84.95,7
20000,2007, 동문동 1257,2024-07-08,현진에버빌,83.66,4
3500,1993, 수석동 688-86,2024-07-09,동남아파트,59.85,3
21900,2006, 석림동 416-1,2024-07-01,석림중앙하이츠빌,84.9974,13
9400,1995, 석림동 463-1,2024-07-02,석림주공2단지,58.14,1
36400,2018, 석림동 958,2024-07-04,서산석림동라온프라이빗,84.945,15
26500,2007, 석림동 590-1,2024-07-10,석림한성필하우스,84.9614,5
15700,2003, 석남동 104-1,2024-07-02,센스빌,59.92,15
31000,2012, 예천동 1328,2024-07-01,예천한성필하우스,84.9779,11
31400,2012, 예천동 1328,2024-07-02,예천한성필하우스,84.9779,10
21500,2013, 예천동 1270-1,2024-07-02,서산예천푸르지오,62.49,2
45000,2021, 예천동 1718,2024-07-04,서산예천2지구중흥S-클래스더퍼스트,84.928,14
46000,2012, 예천동 1328,2024-07-05,예천한성필하우스,115.2731,17
29250,2016, 예천동 1332,2024-07-05,서산예천효성해링턴플레이스,75.9113,18
37500,2012, 예천동 1328,2024-07-05,예천한성필하우스,84.951,13
46000,2012, 예천동 1328,2024-07-05,예천한성필하우스,115.2731,18
36900,2016, 예천동 1332,2024-07-10,서산예천효성해링턴플레이스,84.9382,15
11000,1999, 예천동 524-5,2024-07-11,현대(예천),84.744,11
10800,1993, 죽성동 74-1,2024-07-01,삼성1차,84.93,11
6057,1993,대산읍 영탑리 596,2024-07-04,풍림,59.85,9
7800,2005,인지면 둔당리 307,2024-07-06,산호옥마을,59.959,13
9750,2005,인지면 둔당리 307,2024-07-06,산호옥마을,59.959,12
17000,2003,인지면 둔당리 328-2,2024-07-09,서산청구제네스,106.2652,11
9700,2005,인지면 둔당리 307,2024-07-10,산호옥마을,59.959,7
10000,2006,지곡면 무장리 920,2024-07-11,늘푸른오스카빌,84.9824,6
26200,2019,성연면 일람리 1077,2024-07-01,서산금호어울림에듀퍼스트,84.9251,17
21150,2019,성연면 일람리 1077,2024-07-04,서산금호어울림에듀퍼스트,75.9057,15
27000,2019,성연면 일람리 1077,2024-07-08,서산금호어울림에듀퍼스트,84.9251,21
20300,2015,성연면 왕정리 719,2024-07-05,이안서산테크노밸리,84.9767,9
4050,1998,음암면 도당리 1275-2,2024-07-01,개나리,59.95,1
5000,2001,음암면 부산리 527-1,2024-07-02,한성스위트빌,38.826,13
4000,2001,음암면 부산리 527-1,2024-07-03,한성스위트빌,38.826,10
9600,2007,음암면 부장리 219-2,2024-07-04,수림아파트,59.9718,9
23610,2022,해미면 읍내리 513,2024-07-01,이아에듀타운,59.9562,5
26000,2018, 화지동 831,2024-07-04,논산수린나,84.994,5
17000,2002, 화지동 16,2024-07-05,조흥,84.839,5
29000,2018, 화지동 831,2024-07-06,논산수린나,84.994,4
8400,2018, 반월동 47-18,2024-07-01,풍경채,53.145,2
34000,2021, 취암동 103-1,2024-07-08,골든타워,76.7574,18
12000,1994, 내동 968,2024-07-01,아주,59.85,1
24500,2003, 내동 272-7,2024-07-04,논산제이파크2단지,84.9783,9
24500,2003, 내동 272-7,2024-07-04,논산제이파크2단지,84.9783,9
10700,2000, 강산동 698,2024-07-02,논산강산한신청솔,59.85,15
24500,2008,강경읍 황산리 14-9,2024-07-11,강경클래시움,131.53,2
26000,2017,연무읍 동산리 1019,2024-07-03,골든팰리스,84.1549,10
17700,2005, 금암동 190,2024-07-04,신성미소지움1차,59.97,5
46000,2008,두마면 두계리 67,2024-07-02,계룡더샵아파트,134.98,17
44000,2023,두마면 농소리 970,2024-07-06,계룡자이,84.996,4
24100,2021,두마면 농소리 972,2024-07-06,계룡대실LH리슈빌,59.98,17
24100,2021,두마면 농소리 972,2024-07-11,계룡대실LH리슈빌,59.98,17
10900,1995,엄사면 엄사리 384,2024-07-01,비사벌,59.92,6
8700,1997,엄사면 엄사리 282,2024-07-01,성원,58.32,14
16000,1994,엄사면 엄사리 281,2024-07-02,동아,84.865,4
9500,1997,엄사면 엄사리 282,2024-07-03,성원,58.32,13
10500,1997,엄사면 엄사리 282,2024-07-11,성원,58.32,3
14100,1995, 읍내동 310-10,2024-07-01,세원목화,84.975,4
21400,2011, 읍내동 1451,2024-07-01,당진1차푸르지오,84.9475,13
20000,2010, 읍내동 1448,2024-07-01,남산공원휴먼빌,84.9878,9
22500,2011, 읍내동 1451,2024-07-02,당진1차푸르지오,84.9475,13
30000,2022, 읍내동 1687,2024-07-07,당진아이파크,84.98,21
16500,2005, 읍내동 1096,2024-07-10,이안,84.959,6
8800,1992, 채운동 355-3,2024-07-03,한성,84.97,13
20000,2005, 원당동 1172,2024-07-02,파크빌2차,84.727,15
17800,2005, 원당동 1226,2024-07-04,파크빌1차,84.727,8
31000,2020, 수청동 1244,2024-07-05,당진수청한라비발디캠퍼스,84.7695,25
22000,2020, 수청동 1244,2024-07-06,당진수청한라비발디캠퍼스,59.6953,11
33200,2023, 수청동 1562,2024-07-08,호반써밋시그니처Ⅱ,84.8451,7
18000,2018,송악읍 기지시리 504,2024-07-02,힐스테이트당진2차,62.7016,13
33000,2018,송악읍 기지시리 504,2024-07-03,힐스테이트당진2차,99.4821,16
3600,1996,송악읍 기지시리 51,2024-07-07,송악,42.48,4
4000,1995,송악읍 반촌리 374-3,2024-07-01,동진,39.9,15
3700,1995,송악읍 반촌리 374-3,2024-07-02,동진,39.9,1
23000,2012,송악읍 반촌리 987,2024-07-04,당진롯데캐슬,99.539,9
4500,1995,송악읍 반촌리 420-6,2024-07-08,반촌명지,59.85,1
10700,2007,송악읍 복운리 1629-1,2024-07-11,동광,59.9974,8
11900,2005,송악읍 중흥리 396-1,2024-07-01,세종그랑시아,84.39,10
2300,1999,송악읍 석포리 318-3,2024-07-05,수웅누리,39.6,5
17500,2010,송악읍 가학리 690,2024-07-02,당진송악e편한세상,84.972,2
18200,2010,송악읍 가학리 690,2024-07-08,당진송악e편한세상,84.972,2
22000,2021,우강면 창리 396,2024-07-03,합덕우강유탑유블레스,76.35,5
15700,2010,신평면 금천리 1642,2024-07-04,당진신평LIG리가,84.997,4
16500,2006,신평면 거산리 214-1,2024-07-02,건양오페라하우스,84.4423,3
10000,2000,신평면 거산리 6-3,2024-07-03,신세대,59.94,12
18300,2008,신평면 거산리 873,2024-07-10,신평신성미소지움,84.975,9
18300,2008,신평면 거산리 873,2024-07-10,신평신성미소지움,84.975,9
6400,1999,송산면 금암리 16-2,2024-07-02,당진대상,49.16,13
20000,2022,송산면 유곡리 1312,2024-07-05,당진해링턴플레이스에듀타운,84.8441,5
29500,2022,금산읍 중도리 684,2024-07-02,e편한세상금산센터하임,84.8668,4
5500,1992,금산읍 중도리 199-1,2024-07-06,동남,73.61,4
25800,2015,금산읍 아인리 630,2024-07-06,대원칸타빌아파트,84.8,11
19700,2022,금산읍 양지리 468,2024-07-06,e편한세상금산프라임포레,59.8083,6
11000,2002,규암면 반산리 321,2024-07-04,무지개,59.9598,9
25500,2009,서천읍 사곡리 385,2024-07-01,서천클래시움,84.941,5
27000,2009,서천읍 사곡리 385,2024-07-05,서천클래시움,84.941,13
38000,2019,서천읍 사곡리 394,2024-07-11,서천코아루천년가,110.7594,4
17800,2006,홍성읍 오관리 808,2024-07-07,세광엔리치타워,84.9595,8
10500,2004,홍성읍 월산리 851,2024-07-03,부영2차(851-0),59.987,9
16700,1995,홍성읍 남장리 112-12,2024-07-03,대우아파트,137.69,2
10500,1995,홍성읍 남장리 112-12,2024-07-06,대우아파트,84.975,14
13000,2001,홍성읍 남장리 515,2024-07-12,주공아파트1차,59.64,4
5000,1991,홍성읍 고암리 654,2024-07-08,신천문화아파트라동,84.36,4
29000,2016,홍북읍 신경리 1370,2024-07-03,한울마을모아엘가아파트,84.8694,24
29000,2014,홍북읍 신경리 1169,2024-07-05,효성해링턴플레이스,84.791,6
17000,2014,홍북읍 신경리 1169,2024-07-06,효성해링턴플레이스,67.459,1
6150,2001,예산읍 예산리 17,2024-07-08,애플타운나임아파트,57.3436,8
4700,1998,예산읍 산성리 324-1,2024-07-10,유익효도마을,41.82,15
6700,1994,예산읍 신례원리 582,2024-07-07,신례원현대아파트,59.85,15
22900,2017,삽교읍 목리 894-1,2024-07-02,내포신도시이지더원아파트,76.9183,8
29000,2017,삽교읍 목리 894-1,2024-07-03,내포신도시이지더원아파트,84.8007,10
21200,2017,삽교읍 목리 894-1,2024-07-10,내포신도시이지더원아파트,76.9183,12
4200,2002,신양면 대덕리 813-3,2024-07-04,예당마을이엔씨,55.5464,3
10000,2017,응봉면 주령리 122-10,2024-07-05,응봉리치빌아파트,59.8144,8
6900,1996,태안읍 동문리 410-1,2024-07-01,초원,59.925,8
7500,2000,태안읍 동문리 92-1,2024-07-03,주공,39.63,2
6500,1996,태안읍 동문리 410-1,2024-07-03,초원,59.925,2
24000,2020,태안읍 남문리 808,2024-07-06,코아루3차,74.9689,20
4500,1998,태안읍 삭선리 765-2,2024-07-08,삼호(765-2),47.36,3
18600,2016, 용당동 1214,2024-07-02,에드가채움,68.5623,9
13700,1993, 산정동 1259,2024-07-01,신안비치2,84.84,15
17100,2003, 산정동 1152,2024-07-01,신안비치팔레스-1차,84.8005,2
7300,1993, 산정동 1259,2024-07-02,신안비치2,59.85,6
10300,2001, 산정동 1286,2024-07-02,영성써니빌,84.1513,5
16400,2003, 산정동 1152,2024-07-03,신안비치팔레스-1차,84.8005,3
12800,2004, 산정동 1112-11,2024-07-04,신안비치팔레스-2차,59.4982,10
7900,1992, 산정동 994-4,2024-07-06,중앙하이츠,75.57,12
20600,2002, 산정동 292,2024-07-06,종원나이스빌,120.516,5
6200,1981, 산정동 1365,2024-07-08,삼학하이츠,84.95,5
5900,1996, 연산동 1260,2024-07-01,연산주공4단지,39.74,15
23500,2018, 연산동 2044,2024-07-01,연산골드클래스8차,70.709,10
19500,2018, 연산동 2044,2024-07-01,연산골드클래스8차,61.521,5
8100,1996, 연산동 1260,2024-07-05,연산주공3단지,59.96,15
8800,1995, 연산동 1262,2024-07-06,연산주공2단지,58.14,14
29800,2017, 연산동 2023,2024-07-06,목포백련지구천년가,84.7259,7
12300,1991, 연산동 331,2024-07-06,현대,84.99,3
8000,1996, 연산동 1260,2024-07-08,연산주공3단지,59.96,5
7550,1996, 연산동 1260,2024-07-08,연산주공4단지,49.62,7
23000,2016, 죽교동 704,2024-07-05,목포죽교동신안실크밸리7차,84.9885,19
13300,1996, 상동 1019,2024-07-01,신안2,84.92,13
10500,1996, 상동 1014-1,2024-07-01,하당현대,59.98,7
22000,2001, 상동 1120,2024-07-01,우미파크빌,84.9723,15
12800,1996, 상동 1019,2024-07-01,신안2,84.92,2
7700,1993, 상동 740,2024-07-02,주공4단지,58.46,8
36000,2007, 상동 1137-21,2024-07-05,양우비치팰리스,173.41,14
14000,1996, 상동 1014-1,2024-07-06,하당현대,59.98,13
9000,1996, 상동 764,2024-07-06,현대,59.98,12
25250,2007, 상동 1137-21,2024-07-08,양우비치팰리스,155.76,6
6900,1991, 상동 845,2024-07-10,비파1,48.34,9
11500,1996, 상동 764,2024-07-11,현대,84.786,4
12500,2002, 상동 251-16,2024-07-12,호반리젠시빌,84.8842,1
34200,2022, 상동 860,2024-07-12,목포하당중흥S-클래스센텀뷰,84.9967,35
18600,2005, 용해동 1025,2024-07-01,용해호반리젠시빌스위트,84.941,6
16400,2007, 용해동 126,2024-07-01,신안인스빌,84.784,6
18700,2005, 용해동 1025,2024-07-01,용해호반리젠시빌스위트,84.941,5
11700,1992, 용해동 152-80,2024-07-03,동아,84.97,15
11000,2007, 용해동 126,2024-07-04,신안인스빌,59.7912,1
13650,2007, 용해동 126,2024-07-06,신안인스빌,59.7912,13
4200,1992, 용해동 967,2024-07-08,거성빌라,54.05,2
9300,2004, 용해동 973,2024-07-08,포미타운주공1단지,51.74,14
9000,1994, 용해동 255,2024-07-09,라이프2,84.465,1
12600,1994, 용해동 143-7,2024-07-12,금호타운,84.65,14
14500,2002, 석현동 816-15,2024-07-01,근화네오빌,84.9514,1
14100,2002, 석현동 816-15,2024-07-03,근화네오빌,84.9514,4
13200,2006, 석현동 816-12,2024-07-06,근화블루빌,59.9694,10
23500,2007, 석현동 816-27,2024-07-08,석현금호어울림,84.9699,8
16100,2003, 석현동 816-17,2024-07-10,우진아트빌,84.684,9
13300,2003, 석현동 1074,2024-07-11,대성사랑으로,84.794,4
26500,2014, 옥암동 1246,2024-07-01,근화옥암베아채,84.9066,5
31400,2020, 옥암동 1399,2024-07-02,옥암3차한국아델리움센트럴,84.9918,1
10500,2001, 옥암동 994,2024-07-03,영신그린빌,59.3335,14
23500,2009, 옥암동 1338,2024-07-03,골드클래스,84.7094,2
18300,2002, 옥암동 984,2024-07-03,제일하이빌2,84.9597,6
11400,1996, 옥암동 961,2024-07-04,하당금호2,59.55,8
34300,2008, 옥암동 1178,2024-07-05,목포한국아델리움,103.0428,12
28700,2013, 옥암동 1312,2024-07-05,코아루천년가,84.948,4
25500,2013, 옥암동 1312,2024-07-05,코아루천년가,84.976,4
19400,2007, 옥암동 1148,2024-07-06,부영애시앙,84.9106,14
7800,1994, 옥암동 964,2024-07-11,우미2,49.56,10
15750,2002, 옥암동 992,2024-07-12,현대아이파크2,84.983,1
36800,2019, 관문동 1156,2024-07-11,여수엑스포골드클래스아파트,84.3901,18
9000,2000, 봉강동 471,2024-07-09,해태동백타운,59.97,14
8800,1996, 국동 857,2024-07-02,국동라인1차,59.95,9
22200,2013, 국동 438,2024-07-03,서희스타힐스,59.8304,8
8500,1996, 국동 857,2024-07-06,국동라인1차,59.95,2
5600,1989, 국동 800,2024-07-08,중앙하이츠,68.24,1
15000,1994, 국동 543,2024-07-11,대주,59.76,4
12300,1991, 여서동 489-1,2024-07-09,현대건설,48.52,3
40400,2020, 문수동 929,2024-07-08,대성베르힐,84.8923,5
38000,2020, 문수동 929,2024-07-08,대성베르힐,81.7207,2
5500,1992, 미평동 284,2024-07-03,미평주공2단지,38.64,11
11300,1995, 미평동 807,2024-07-05,선경3차,59.4,6
36450,2023, 미평동 937,2024-07-09,미평해광샹그릴라힐즈파크,84.8907,2
36050,2023, 미평동 937,2024-07-09,미평해광샹그릴라힐즈파크,84.8464,3
36850,2023, 미평동 937,2024-07-09,미평해광샹그릴라힐즈파크,84.8907,3
11900,1995, 둔덕동 648,2024-07-09,한려주공,59.99,11
8500,1984, 둔덕동 464,2024-07-11,둔덕주공,59.3,1
8500,1984, 둔덕동 464,2024-07-11,둔덕주공,59.3,1
54000,2021, 학동 391,2024-07-09,e편한세상여수더퍼스트,84.9971,13
18800,2004, 안산동 440,2024-07-03,부영5차,59.987,4
21800,2002, 소호동 423,2024-07-01,프레지던트,84.869,7
19700,1992, 소호동 353,2024-07-05,금호(소호),84.87,12
16000,2002, 소호동 423,2024-07-06,"여수주은금호2,3단지",73.581,4
13000,1992, 소호동 353,2024-07-08,금호(소호),74.245,5
17900,2002, 소호동 423,2024-07-08,"여수주은금호2,3단지",73.581,6
44500,2008, 신기동 75,2024-07-02,우림필유아파트,123.0088,13
46000,2008, 신기동 75,2024-07-12,우림필유아파트,141.9738,6
46000,2008, 신기동 75,2024-07-12,우림필유아파트,141.9738,6
37400,2014, 웅천동 1643,2024-07-01,신영웅천지웰3차,84.9293,3
40000,2014, 웅천동 1643,2024-07-03,신영웅천지웰3차,84.9293,13
