가격,건축년도,주소,등록일,아파트,전용면적,층
59700,2016, 망포동 726,2024-07-09,e편한세상영통2차(1단지),74.5822,19
50500,2005, 망포동 707,2024-07-10,방죽마을영통뜨란채,84.72,11
56000,2005, 망포동 707,2024-07-10,방죽마을영통뜨란채,84.72,17
90000,2023, 신흥동 6971,2024-07-07,산성역자이푸르지오3단지,59.98,11
63000,2018, 태평동 7346,2024-07-05,가천대역두산위브,59.9968,12
102000,2017, 창곡동 504,2024-07-02,위례센트럴자이,51.89,9
133500,2016, 창곡동 567,2024-07-04,위례자연앤래미안이편한세상,84.95,7
103000,2017, 창곡동 504,2024-07-04,위례센트럴자이,51.89,15
125000,2015, 창곡동 521,2024-07-05,위례더힐55,85.4621,12
133000,2016, 창곡동 567,2024-07-05,위례자연앤래미안이편한세상,84.95,20
48800,2004, 성남동 3753,2024-07-02,띠아모,84.39,5
49000,2004, 성남동 3287,2024-07-08,크란츠빌Ⅱ,84.04,8
72500,2006, 금광동 2500,2024-07-04,래미안금광,114.36,8
67000,2021, 금광동 2600,2024-07-05,한양수자인성남마크뷰,59.8423,19
77900,2023, 금광동 1020,2024-07-05,e편한세상금빛그랑메종5단지,59.98,4
86000,2023, 금광동 1008,2024-07-06,e편한세상금빛그랑메종3단지,74.62,3
64000,1994, 은행동 1932-6,2024-07-01,현대,84.63,14
124000,2012, 여수동 601,2024-07-02,연꽃마을(4단지),134.92,10
72500,2010, 도촌동 704,2024-07-04,동분당더퍼스트,84.95,13
72000,2010, 도촌동 704,2024-07-04,동분당더퍼스트,84.95,8
59500,2003, 하대원동 249,2024-07-06,아튼빌,59.91,1
102000,1993, 분당동 66,2024-07-03,장안타운(건영),85.0,7
106000,1993, 분당동 66,2024-07-03,장안타운(건영),85.0,16
74000,1992, 수내동 24,2024-07-05,양지마을(5단지)(한양501-514),35.1,11
109750,1995, 정자동 192,2024-07-01,정든마을(5단지)(신화),69.93,13
203000,2003, 정자동 11,2024-07-01,현대I-PARK3,159.35,20
112000,1994, 정자동 194,2024-07-02,정든마을(7단지)(한진),68.04,12
90000,1995, 정자동 117,2024-07-03,한솔마을(6단지)(주공),58.71,11
152600,1994, 정자동 88,2024-07-04,느티마을(3단지)(공무원),67.43,4
61000,1995, 정자동 117,2024-07-04,한솔마을(6단지)(주공),37.67,4
72000,1995, 정자동 198,2024-07-05,정든마을(2단지)(동아),48.84,11
72000,1995, 정자동 198,2024-07-05,정든마을(2단지)(동아),48.84,11
56400,1994, 정자동 102,2024-07-05,한솔마을(4단지)(주공),35.28,3
61800,1994, 정자동 102,2024-07-11,한솔마을(4단지)(주공),42.75,1
140000,1991, 서현동 87,2024-07-02,시범삼성,133.295,6
135000,1992, 서현동 301,2024-07-02,효자촌(삼환),101.64,3
65000,1991, 서현동 91,2024-07-02,시범한양,28.71,6
199000,1991, 서현동 87,2024-07-03,시범삼성,133.295,7
232000,1991, 서현동 87,2024-07-10,시범삼성,192.15,1
139800,1993, 이매동 111,2024-07-02,이매촌(진흥),84.63,7
90000,1992, 이매동 124,2024-07-05,이매촌(한신),50.1,4
157000,1992, 이매동 133,2024-07-06,아름마을(삼호),132.72,13
125000,1992, 이매동 132,2024-07-10,아름마을(한성),83.64,2
78500,1995, 야탑동 215,2024-07-01,매화마을공무원2,66.6,6
59000,1993, 야탑동 334,2024-07-01,장미마을(현대),41.76,5
60900,1993, 야탑동 334,2024-07-03,장미마을(현대),41.76,10
128000,1994, 야탑동 525,2024-07-04,탑마을(경남)1,134.79,15
187000,2009, 판교동 634,2024-07-01,판교원마을5단지(푸르지오),116.04,22
185000,2009, 판교동 622,2024-07-09,판교원마을1단지(파라곤),118.64,10
290000,2009, 백현동 558,2024-07-01,백현마을8단지(대림),150.81,10
157500,2009, 백현동 554,2024-07-04,백현마을5단지(주공),74.76,1
180000,2009, 백현동 554,2024-07-05,백현마을5단지(주공),84.91,4
180000,2009, 백현동 545,2024-07-06,백현마을2단지(주공),84.61,4
110000,1995, 구미동 63,2024-07-01,까치마을(4단지)(롯데),70.66,4
74500,1995, 구미동 221,2024-07-04,무지개(5단지)(청구),58.49,14
79500,1996, 구미동 201,2024-07-05,무지개(3단지)(건영),68.16,7
95000,1995, 구미동 221,2024-07-05,무지개(5단지)(청구),85.0,9
63700,1996, 구미동 201,2024-07-06,무지개(3단지)(신한),53.46,3
65000,1995, 구미동 220,2024-07-09,무지개(4단지)(주공),58.14,9
110000,2008, 운중동 956,2024-07-02,산운마을8단지(부영사랑으로),59.524,14
85000,2021, 대장동 지구BL 7,2024-07-09,판교풍경채어바니티(7단지),84.973,11
56300,2022, 의정부동 724,2024-07-01,의정부역센트럴자이앤위브캐슬,59.948,4
61800,2018, 의정부동 720,2024-07-02,의정부롯데캐슬골드파크2단지,84.96,3
58500,2022, 의정부동 724,2024-07-02,의정부역센트럴자이앤위브캐슬,59.762,31
58500,2022, 의정부동 724,2024-07-02,의정부역센트럴자이앤위브캐슬,59.762,31
45000,2024, 의정부동 146-1,2024-07-02,이안더센트로의정부,84.3216,5
5800,2014, 의정부동 487-4,2024-07-03,남해오네뜨,15.7546,12
44500,2018, 의정부동 721,2024-07-08,의정부롯데캐슬골드파크1단지,59.98,15
8500,2016, 의정부동 377-2,2024-07-09,승윤노블리안시티,17.5,13
43000,1992, 호원동 121,2024-07-05,건영,84.9,12
31800,1995, 호원동 451,2024-07-05,우성5,59.981,7
7000,2013, 호원동 114-2,2024-07-09,양우내안애팰리스,18.5944,5
27000,1994, 호원동 436-1,2024-07-10,한주1,59.93,9
54800,2021, 장암동 419,2024-07-01,장암더샵포레스트,84.4994,19
39400,2004, 장암동 37-4,2024-07-04,장암2차푸르지오,84.04,7
27200,1992, 장암동 14-8,2024-07-05,신곡우성,84.975,1
36700,1997, 장암동 20,2024-07-08,동아,84.97,7
35700,1997, 장암동 20,2024-07-09,동아,84.97,7
24600,1999, 신곡동 471,2024-07-02,신곡건영,72.63,3
14200,2000, 신곡동 98,2024-07-02,신명,41.508,7
24900,1993, 신곡동 685,2024-07-03,벽산,72.09,17
46500,2019, 신곡동 816,2024-07-03,e편한세상신곡파크비스타,72.9453,25
28300,1994, 신곡동 486-13,2024-07-04,벽산조합,84.96,8
47200,2020, 신곡동 817,2024-07-04,e편한세상신곡포레스타뷰,74.6032,21
24800,2003, 신곡동 755-1,2024-07-04,주공그린빌4,59.72,14
51500,2002, 신곡동 767-1,2024-07-05,삼성래미안진흥,120.763,1
40500,2020, 신곡동 817,2024-07-05,e편한세상신곡포레스타뷰,59.8962,22
39600,2020, 신곡동 817,2024-07-05,e편한세상신곡포레스타뷰,59.9806,5
40650,2020, 신곡동 817,2024-07-06,e편한세상신곡포레스타뷰,59.8962,26
47500,2020, 신곡동 817,2024-07-07,e편한세상신곡포레스타뷰,74.6032,29
41400,2020, 신곡동 817,2024-07-07,e편한세상신곡포레스타뷰,59.8962,19
14000,2000, 신곡동 98,2024-07-08,신명,41.508,23
39500,2020, 신곡동 817,2024-07-08,e편한세상신곡포레스타뷰,59.9429,14
39000,2019, 신곡동 816,2024-07-08,e편한세상신곡파크비스타,59.9429,24
24700,1999, 신곡동 725-3,2024-07-08,장암주공5,59.8,14
13500,1990, 신곡동 164-1,2024-07-08,신곡현대,49.32,10
49000,2021, 용현동 567,2024-07-02,탑석센트럴자이,59.9609,23
69900,2021, 용현동 567,2024-07-02,탑석센트럴자이,84.9192,12
21000,1998, 용현동 391-19,2024-07-05,건영,72.63,21
59000,2021, 용현동 567,2024-07-05,탑석센트럴자이,75.9543,8
17400,2002, 용현동 547-3,2024-07-09,송산주공1단지,49.86,9
16500,2002, 용현동 547-3,2024-07-10,송산주공1단지,49.86,20
33000,2013, 민락동 891,2024-07-01,민락센트럴17단지,84.96,16
21000,1999, 민락동 695-1,2024-07-02,민락주공2단지,59.39,15
26000,2017, 민락동 890,2024-07-02,민락엘레트,51.91,7
52500,2017, 민락동 847,2024-07-02,호반베르디움1차,84.9788,2
37300,2013, 민락동 891,2024-07-02,민락센트럴17단지,84.95,10
24800,2002, 민락동 731-2,2024-07-02,송산팰리스,59.42,14
28500,2000, 민락동 731-3,2024-07-04,송산리버빌아파트,84.34,1
55000,2017, 민락동 847,2024-07-04,호반베르디움1차,84.9788,18
22000,2000, 민락동 691-1,2024-07-05,산들마을(길훈),60.0,4
55500,2017, 민락동 847,2024-07-05,호반베르디움1차,84.9788,5
55500,2017, 민락동 847,2024-07-05,호반베르디움1차,84.9788,5
30600,2017, 민락동 890,2024-07-06,민락엘레트,59.93,2
17000,1999, 민락동 695-1,2024-07-08,민락주공2단지,49.57,7
31000,2002, 민락동 757-4,2024-07-08,탑석드림캐슬,59.42,3
38250,2016, 낙양동 710,2024-07-01,엘에이치휴스토리,79.88,3
37700,2016, 낙양동 709,2024-07-04,의정부민락금강펜테리움아파트,60.8731,18
29700,2003, 금오동 476-1,2024-07-03,금오주공그린빌3,59.94,18
25000,2003, 금오동 476-1,2024-07-08,금오주공그린빌3,59.72,2
39000,2002, 금오동 469-4,2024-07-11,현대아이파크,84.68,11
54000,2018, 가능동 50,2024-07-01,힐스테이트녹양역,84.8239,8
17000,1995, 가능동 106-16,2024-07-03,녹양2차동원아파트,63.12,4
41800,2007, 가능동 656-1,2024-07-03,SKVIEW,84.94,15
18500,1993, 가능동 106-21,2024-07-04,동원,59.94,19
25000,2008, 가능동 224-191,2024-07-05,브라운스톤흥선,59.986,1
23000,2021, 가능동 852,2024-07-05,더샵파크에비뉴,39.72,14
22200,2000, 녹양동 373,2024-07-03,대림,59.882,12
31300,2000, 녹양동 374-1,2024-07-03,신도9,84.9,13
24900,1990, 녹양동 80,2024-07-03,현대,71.18,12
40300,2008, 녹양동 405,2024-07-05,휴먼시아(4단지),84.91,4
34000,2021, 고산동 903,2024-07-11,고산리슈빌포레,59.61,5
53000,2020, 산곡동 676,2024-07-06,대광로제비앙더퍼스트,84.9265,7
37500,2016, 안양동 1393,2024-07-01,래미안안양메가트리아,39.5,23
26500,2001, 안양동 1036-1,2024-07-01,장은한양,58.74,4
50000,1994, 안양동 32-1,2024-07-01,삼성,84.99,2
109500,2016, 안양동 1393,2024-07-02,래미안안양메가트리아,114.89,21
48000,2007, 안양동 708-196,2024-07-03,수리산성원상떼빌2차,84.986,6
66750,2016, 안양동 1393,2024-07-05,래미안안양메가트리아,59.65,13
67500,2002, 안양동 90-1,2024-07-05,삼성래미안,79.3188,5
70000,2016, 안양동 1393,2024-07-06,래미안안양메가트리아,59.75,7
66800,2016, 안양동 1393,2024-07-07,래미안안양메가트리아,59.94,18
32000,2018, 안양동 393-1,2024-07-07,하이트타운아파트102동,62.72,14
32000,2018, 안양동 393-1,2024-07-07,하이트타운아파트102동,62.72,14
58500,1985, 안양동 627-72,2024-07-08,벽산,84.41,11
22500,2003, 안양동 815-13,2024-07-10,미래엠피아,49.8,13
26000,1983, 석수동 275-2,2024-07-01,무림,47.73,5
66000,2010, 석수동 786,2024-07-04,코오롱하늘채,128.934,13
41500,2018, 석수동 281-1,2024-07-05,삼우수피아,63.78,7
11800,2015, 석수동 374-12,2024-07-06,메트로빌석수,17.978,8
70000,1999, 석수동 275-1,2024-07-08,현대아파트,84.96,10
31300,1991, 박달동 152,2024-07-01,신안,65.52,4
40000,2009, 박달동 37,2024-07-08,한신휴플러스3차,59.8832,2
62000,2022, 박달동 942,2024-07-08,안양리버자이르네,74.7388,17
71000,2003, 비산동 425,2024-07-01,삼성래미안,84.918,18
87000,2021, 비산동 1185,2024-07-01,평촌자이아이파크,75.9974,15
34000,2003, 비산동 1155,2024-07-01,더포레스트힐,49.48,7
55300,1992, 비산동 1102,2024-07-02,관악,59.4,6
40000,1993, 비산동 1109-4,2024-07-02,샛별한양6(고층1109-4),42.615,12
31500,2003, 비산동 1155,2024-07-02,더포레스트힐,49.48,1
37900,1979, 비산동 406,2024-07-03,미륭,67.075,7
58500,1993, 비산동 1102-4,2024-07-04,관악부영4,59.44,19
69000,2021, 비산동 1185,2024-07-04,평촌자이아이파크,59.9887,2
68300,2003, 비산동 425,2024-07-04,삼성래미안,84.918,2
69000,2021, 비산동 1185,2024-07-04,평촌자이아이파크,59.9887,2
68300,2003, 비산동 425,2024-07-04,삼성래미안,84.918,2
79000,2003, 비산동 425,2024-07-05,삼성래미안,114.607,8
74000,2021, 비산동 1185,2024-07-05,평촌자이아이파크,59.9887,19
57000,1992, 비산동 1104,2024-07-08,은하수청구,55.44,17
73000,2021, 비산동 1185,2024-07-08,평촌자이아이파크,59.9887,9
58500,2021, 비산동 1185,2024-07-08,평촌자이아이파크,49.9668,21
49000,2007, 비산동 1163,2024-07-08,안양임곡휴먼시아,59.71,1
49000,2007, 비산동 1163,2024-07-08,안양임곡휴먼시아,59.71,1
52000,2003, 비산동 1155,2024-07-08,더포레스트힐,84.96,15
44300,2003, 비산동 1155,2024-07-09,더포레스트힐,59.97,17
90000,2021, 비산동 1185,2024-07-09,평촌자이아이파크,84.9856,4
129000,1993, 평촌동 932-2,2024-07-01,꿈마을금호,101.97,7
53000,1996, 평촌동 896-2,2024-07-01,초원마을세경,49.68,12
74000,2001, 평촌동 75-2,2024-07-02,인덕원대우,59.92,11
50700,1992, 평촌동 896-6,2024-07-05,초원부영,50.0,2
76500,2001, 평촌동 75-2,2024-07-10,인덕원대우,84.96,1
63000,1992, 호계동 1052-3,2024-07-01,목련우성,56.7,11
68000,2022, 호계동 1309,2024-07-01,평촌두산위브리버뷰,70.06,29
64500,1992, 호계동 1052-3,2024-07-01,목련우성,56.7,11
57500,2003, 호계동 811,2024-07-02,호계2차현대홈타운,84.973,6
65000,2003, 호계동 893-1,2024-07-02,임광한마음2차,79.527,22
71900,2021, 호계동 1296,2024-07-03,평촌어바인퍼스트,59.52,2
65000,1992, 호계동 1056,2024-07-04,무궁화금호,59.82,7
56000,2021, 호계동 1296,2024-07-04,평촌어바인퍼스트,46.94,3
68000,2000, 호계동 912,2024-07-04,효성백년가약,126.87,17
54700,2003, 호계동 811,2024-07-05,호계2차현대홈타운,59.977,14
74000,2021, 호계동 1296,2024-07-05,평촌어바인퍼스트,59.87,17
94400,2021, 호계동 1296,2024-07-05,평촌어바인퍼스트,84.6,27
54700,2003, 호계동 811,2024-07-05,호계2차현대홈타운,59.977,14
61900,1992, 호계동 1055-1,2024-07-06,무궁화건영캐스빌,84.84,13
56000,2019, 호계동 1294,2024-07-06,평촌대성유니드,59.881,8
54000,2003, 호계동 893-1,2024-07-06,임광한마음2차,55.405,23
27800,1982, 호계동 918-55,2024-07-09,대명,60.23,3
57300,2003, 호계동 813,2024-07-09,대림e-편한세상,84.846,3
69000,2002, 호계동 914-40,2024-07-09,호계1차현대홈타운,74.3161,4
59800,2003, 호계동 811,2024-07-10,호계2차현대홈타운,84.973,6
53500,2005, 광명동 778,2024-07-01,영화아이닉스,79.04,10
76700,2015, 광명동 785,2024-07-02,광명해모로이연,84.986,25
39900,1998, 광명동 309-1,2024-07-02,광명신원,59.96,15
54800,1993, 광명동 732,2024-07-03,중앙하이츠1,84.79,12
91500,2015, 광명동 785,2024-07-05,광명해모로이연,123.873,22
78000,2022, 광명동 788-1,2024-07-06,광명푸르지오센트베르,59.6069,10
92900,2021, 광명동 787-4,2024-07-07,광명아크포레자이위브,84.9935,17
43000,1998, 철산동 55-1,2024-07-01,광복현대,59.94,4
59000,2002, 철산동 625,2024-07-02,도덕파크타운1단지,59.82,4
67800,2002, 철산동 625,2024-07-02,도덕파크타운1단지,84.98,14
67800,2002, 철산동 625,2024-07-02,도덕파크타운1단지,84.98,14
105000,2010, 철산동 637,2024-07-03,철산푸르지오하늘채,84.999,6
61000,2002, 철산동 625,2024-07-03,도덕파크타운1단지,59.82,9
79500,1986, 철산동 241,2024-07-03,주공13,73.09,1
69500,2007, 철산동 630,2024-07-04,브라운스톤2차,84.613,22
59000,2002, 철산동 625,2024-07-04,도덕파크타운1단지,59.82,23
38800,2001, 철산동 625,2024-07-05,도덕파크타운2단지,39.65,12
80500,2007, 철산동 629,2024-07-06,두산위브,84.9,5
48800,1990, 철산동 58,2024-07-06,우성,54.36,15
45000,1998, 철산동 55-1,2024-07-09,광복현대,59.94,8
38000,2001, 철산동 625,2024-07-09,도덕파크타운2단지,39.65,13
38700,2001, 철산동 625,2024-07-09,도덕파크타운2단지,39.65,20
50000,1990, 하안동 30,2024-07-02,주공10,59.39,11
38000,1990, 하안동 13,2024-07-09,주공9,45.77,1
46500,1990, 하안동 702,2024-07-10,주공5,58.01,7
103500,2010, 소하동 1288,2024-07-01,광명소하휴먼시아2단지,135.77,5
48000,1998, 소하동 48-13,2024-07-03,광명삼익,59.925,19
53000,1998, 소하동 48-13,2024-07-03,광명삼익,84.98,5
89000,2010, 소하동 1348,2024-07-06,광명소하휴먼시아7단지,119.75,14
8500,2016, 서정동 433-23,2024-07-01,서정스마트빌듀오3차,26.37,3
8400,2016, 서정동 433-23,2024-07-03,서정스마트빌듀오3차,25.48,8
9300,2018, 서정동 319-3,2024-07-11,신한헤센스마트서정아트타워,22.654,9
7500,2018, 서정동 303-6,2024-07-11,서정역꿈의도시두드림주상복합,19.01,6
30500,2005, 장당동 633,2024-07-01,우미이노스빌1차,84.9131,12
27900,2019, 칠원동 542,2024-07-06,평택지제역동문굿모닝힐맘시티1단지,59.7056,6
28400,2021, 칠원동 613,2024-07-06,평택지제역동문굿모닝힐맘시티3단지,59.9845,2
36000,2021, 칠원동 613,2024-07-07,평택지제역동문굿모닝힐맘시티3단지,74.766,20
33000,2019, 칠원동 595,2024-07-08,평택지제역동문굿모닝힐맘시티4단지,73.4148,16
37000,2021, 칠원동 613,2024-07-08,평택지제역동문굿모닝힐맘시티3단지,74.766,17
29000,2013, 장안동 619,2024-07-03,평택장안마을코오롱하늘채,67.9987,9
12100,2021, 이충동 460-2,2024-07-01,고덕코아루더블루시티,20.99,8
8300,2016, 이충동 456-1,2024-07-08,서정스마트빌듀오1차,25.06,6
8300,2016, 이충동 456-1,2024-07-08,서정스마트빌듀오1차,24.11,11
31000,1992, 이충동 381,2024-07-09,현대(이충),84.58,6
24900,1992, 이충동 381,2024-07-10,현대(이충),71.397,2
20000,1993, 지산동 1094,2024-07-01,건영(지산),76.36,2
15700,1992, 지산동 1089,2024-07-03,현대(지산),59.94,3
22800,1992, 지산동 1091,2024-07-05,미주(지산1091),84.95,4
13000,1993, 지산동 1094,2024-07-06,건영(지산),53.58,4
7900,2017, 신장동 243-3,2024-07-01,평택송탄역클래시아,19.91,6
7900,2017, 신장동 243-3,2024-07-08,평택송탄역클래시아,19.91,8
25000,1993, 통복동 477,2024-07-06,삼성,84.87,12
16700,1999, 군문동 360,2024-07-05,군문주공2,49.43,10
22500,1999, 군문동 360,2024-07-06,군문주공2,59.96,7
39800,2021, 합정동 가-,2024-07-03,평택뉴비전엘크루,84.9758,21
38900,2021, 합정동 가-,2024-07-10,평택뉴비전엘크루,84.8441,12
18700,1993, 비전동 236-22,2024-07-01,동아목련,84.87,1
20000,1994, 비전동 879-5,2024-07-03,비전현대,59.72,11
41800,2019, 비전동 970,2024-07-04,평택소사벌푸르지오,83.86,24
23300,1995, 비전동 878-5,2024-07-05,동아모란,84.908,1
40500,2016, 비전동 1031,2024-07-06,우미린센트럴파크,84.9797,5
38000,2019, 비전동 970,2024-07-06,평택소사벌푸르지오,83.68,18
36000,2012, 비전동 1089,2024-07-10,평택센트럴해링턴플레이스,84.9803,12
38000,2012, 비전동 1089,2024-07-11,평택센트럴해링턴플레이스,84.9861,12
95000,2018, 동삭동 855,2024-07-04,평택센트럴자이 5단지,103.2458,26
50500,2020, 동삭동 219-9,2024-07-05,더샵지제역센트럴파크1BL,74.9929,17
28500,2000, 동삭동 343-2,2024-07-08,삼익사이버,84.92,12
18000,1995, 세교동 558,2024-07-01,우성꿈그린,63.43,2
20700,1996, 세교동 554,2024-07-02,태영청솔,59.915,11
18000,1996, 세교동 555,2024-07-02,부영1,59.94,15
45500,2019, 세교동 BL-3-1,2024-07-04,힐스테이트평택3차(3-1블록),84.87,11
20400,1996, 세교동 554,2024-07-05,태영청솔,59.915,11
35800,2018, 세교동 597,2024-07-11,힐스테이트 평택2차,64.97,13
39000,2019, 소사동 697,2024-07-01,평택효성해링턴플레이스2단지,84.772,17
50000,2019, 소사동 697,2024-07-05,평택효성해링턴플레이스2단지,103.981,10
40000,2019, 소사동 697,2024-07-07,평택효성해링턴플레이스2단지,84.772,23
38000,2009, 용이동 471-1,2024-07-01,푸르지오1차,108.8017,15
63250,2018, 용이동 652,2024-07-01,평택비전에듀포레푸르지오,97.9538,3
29500,2015, 용이동 581,2024-07-01,평택용이금호어울림1단지,67.5496,10
33000,2015, 용이동 581,2024-07-03,평택용이금호어울림1단지,84.9986,6
39500,2010, 용이동 470-1,2024-07-04,평택용이2차푸르지오,100.0633,15
34000,2017, 용이동 738,2024-07-04,e편한세상평택용이2단지,84.91,5
29000,2015, 용이동 581,2024-07-05,평택용이금호어울림1단지,67.1879,21
33200,2015, 용이동 580,2024-07-06,e편한세상평택,72.958,11
32700,2017, 용이동 738,2024-07-06,e편한세상평택용이2단지,72.91,14
34900,2017, 용이동 737,2024-07-06,e편한세상평택용이1단지,84.86,4
27800,2015, 용이동 581,2024-07-06,평택용이금호어울림1단지,67.1879,17
33000,2015, 용이동 580,2024-07-08,e편한세상평택,72.958,12
45000,2019, 용이동 642,2024-07-08,평택비전레이크푸르지오,78.9995,11
36000,2017, 죽백동 721,2024-07-01,평택소사벌중흥에스-클래스에코시티,75.52,19
37500,2016, 죽백동 722,2024-07-07,평택소사벌반도유보라아이비파크1단지,84.8976,8
40700,2017, 죽백동 721,2024-07-07,평택소사벌중흥에스-클래스에코시티,84.9939,18
44500,2018, 죽백동 817,2024-07-09,소사벌더샵마스터뷰,89.7251,2
41000,2022, 고덕동 2461-1,2024-07-02,고덕국제신도시아너스,59.97,15
56800,2020, 고덕동 1897-3,2024-07-03,신안인스빌시그니처,84.0374,13
52000,2021, 고덕동 2683-1,2024-07-03,고덕국제신도시리슈빌레이크파크,84.9554,3
58000,2022, 고덕동 2664-2,2024-07-04,호반써밋고덕국제신도시에듀파크,84.6911,5
58500,2020, 고덕동 1897-3,2024-07-06,신안인스빌시그니처,84.9534,17
59000,2022, 고덕동 2664-1,2024-07-10,고덕국제신도시대광로제비앙THEART,84.9656,9
6900,1991,안중읍 현화리 288-1,2024-07-03,한양빌리지,84.93,4
18300,2002,안중읍 현화리 824-1,2024-07-05,현대(824-5),59.639,12
18300,2005,안중읍 현화리 820-1,2024-07-05,건영캐스빌,70.02,18
22000,2005,안중읍 현화리 820-1,2024-07-09,건영캐스빌,70.02,4
16000,1999,안중읍 현화리 828-1,2024-07-11,늘푸른사랑마을,59.87,6
20000,2004,포승읍 내기리 698,2024-07-04,명지미래힐2단지,84.65,8
19300,2006,포승읍 도곡리 1113,2024-07-08,모아미래도1차,59.9717,6
7000,1993,포승읍 석정리 306-5,2024-07-04,한라파인빌(구한라공조사원아파트),49.94,3
16300,2011,청북읍 옥길리 1110,2024-07-02,부영사랑으로1단지,59.9605,14
25500,2016,청북읍 옥길리 1150,2024-07-04,평택청북한양수자인,84.9898,7
16000,2011,청북읍 옥길리 1104,2024-07-05,부영사랑으로2단지,59.9605,8
28500,2015,청북읍 옥길리 1153,2024-07-09,유승한내들퍼스트뷰,84.8188,11
28000,2017,청북읍 옥길리 1071,2024-07-09,브라운스톤청북,84.9842,10
11200,2000,진위면 견산리 27-15,2024-07-05,한승아파트,44.46,4
29200,2021,고덕면 궁리 523,2024-07-12,고덕하늘채시그니처,59.949,9
17200,2003,오성면 숙성리 977-1,2024-07-04,그린빌,83.494,7
12500,2003, 송내동 665-3,2024-07-01,송내주공4단지,45.32,14
16000,2003, 송내동 665-3,2024-07-01,송내주공4단지,59.92,2
11000,2003, 송내동 665-3,2024-07-03,송내주공4단지,45.32,4
16000,2003, 송내동 665-3,2024-07-05,송내주공4단지,59.92,1
16500,2003, 송내동 665-3,2024-07-06,송내주공4단지,59.92,15
19000,2003, 지행동 691,2024-07-01,부영아파트(3단지),84.9868,13
33000,2005, 지행동 691-3,2024-07-01,현진에버빌,90.17,5
17500,2004, 지행동 692-3,2024-07-04,대방노블랜드(8단지),58.7,13
17000,2004, 지행동 717-2,2024-07-05,송내주공1단지,59.56,12
11800,1999, 지행동 270-3,2024-07-06,지행주공2단지,59.99,3
18700,2004, 지행동 722-5,2024-07-08,송내주공2단지,59.56,10
17200,2004, 지행동 722-5,2024-07-10,송내주공2단지,59.56,10
32000,2020, 생연동 833,2024-07-01,동두천센트레빌,84.8137,2
29800,2005, 생연동 714-5,2024-07-04,대방노블랜드2차,133.5,13
14000,2002, 생연동 356,2024-07-06,에이스아파트(5차),84.952,17
11000,1995, 생연동 352,2024-07-08,에이스아파트(4차),59.81,18
20000,2004, 생연동 714-2,2024-07-08,부영아파트(1단지),84.9842,8
15500,2004, 생연동 714-2,2024-07-09,부영아파트(1단지),59.8404,2
19800,2009, 동두천동 524-2,2024-07-05,우방아이유쉘아파트,84.92,5
8600,1997, 상패동 61,2024-07-01,상패주공,49.84,12
14000,1994, 사동 1505,2024-07-05,본오2차,46.05,7
42000,2000, 사동 1532,2024-07-06,푸른마을주공2,84.5,12
64700,2020, 사동 1639-7,2024-07-06,그랑시티자이,84.908,44
30000,1993, 본오동 871,2024-07-01,신안1,84.92,3
55500,1990, 본오동 872-20,2024-07-03,우성,127.22,6
39000,1990, 본오동 880,2024-07-06,반월한양,84.92,10
52000,1985, 성포동 588,2024-07-02,주공4,83.52,11
35000,1987, 성포동 584,2024-07-03,주공10,66.56,13
52000,1985, 성포동 588,2024-07-06,주공4,83.52,11
32000,1987, 성포동 584,2024-07-08,주공10,67.28,10
47000,1985, 성포동 588,2024-07-08,주공4,83.16,12
25000,1993, 월피동 444,2024-07-04,주공1,41.16,14
25000,1990, 월피동 447,2024-07-04,한양,60.3,9
25000,1990, 월피동 447,2024-07-04,한양,60.3,9
33750,2020, 건건동 994,2024-07-03,건건동영무예다음,48.13,7
7900,2013, 건건동 536-40,2024-07-08,신동아종건블루아,17.86,6
48000,2001, 고잔동 778,2024-07-01,보네르빌리지,89.081,3
69000,2001, 고잔동 720,2024-07-01,호수공원(대림1),117.92,2
33000,1987, 고잔동 671,2024-07-01,주공8,64.62,4
28000,1987, 고잔동 671,2024-07-02,주공8,54.9,11
49200,2001, 고잔동 766,2024-07-02,주공그린빌8,75.58,7
32000,1987, 고잔동 671,2024-07-03,주공8,75.51,1
67500,2001, 고잔동 720,2024-07-03,호수공원(대림1),99.541,9
59000,2001, 고잔동 720,2024-07-04,호수공원(대림1),87.152,7
31500,1987, 고잔동 671,2024-07-05,주공8,64.62,14
26000,1987, 고잔동 670,2024-07-06,주공7,54.9,6
52000,2003, 고잔동 702,2024-07-06,푸르지오4차,84.3128,4
30500,1987, 고잔동 671,2024-07-06,주공8,61.52,11
35000,1987, 고잔동 670,2024-07-06,주공7,75.51,6
100000,2016, 고잔동 782,2024-07-09,안산레이크타운푸르지오,84.6732,31
29900,1998, 신길동 1438,2024-07-05,삼익,84.96,18
38000,1998, 신길동 1438,2024-07-05,삼익,131.55,17
39500,2009, 신길동 1563,2024-07-06,휴먼시아6단지,84.91,14
30000,1998, 신길동 1438,2024-07-06,삼익,84.96,16
40000,2012, 신길동 1537,2024-07-06,휴먼시아4단지,84.82,12
33000,2005, 신길동 1446,2024-07-08,안산신길온천역휴먼빌,59.8411,9
36000,2012, 신길동 1537,2024-07-08,휴먼시아4단지,74.53,12
44700,2003, 초지동 723,2024-07-01,주공그린빌11,75.99,14
50000,2019, 초지동 803,2024-07-01,초지역메이저타운푸르지오메트로단지,48.3659,18
17000,2002, 초지동 736,2024-07-03,그린빌15(해맑음마을),40.83,4
